27	4	4	3019062	3155952
27	5	5	3155952	3160779
28	1	1	35627	36915
28	2	2	610661	632731
28	3	3	1436025	1543890
28	4	4	3155952	3320922
28	5	5	3320922	3326739
29	1	1	36915	36979
29	2	2	632731	633827
29	3	3	1543890	1549245
29	4	4	3320922	3329112
29	5	5	3329112	3329401
30	1	1	36979	39119
30	2	2	633827	670506
30	3	3	1549245	1728510
30	4	4	3329112	3603282
30	5	5	3603282	3612949
31	1	1	39119	41192
31	2	2	670506	706037
31	3	3	1728510	1902165
31	4	4	3603282	3868872
31	5	5	3868872	3878236
32	1	1	41192	41804
32	2	2	706037	716524
32	3	3	1902165	1953420
32	4	4	3868872	3947262
32	5	5	3947262	3950026
33	1	1	41804	42078
33	2	2	716524	721220
33	3	3	1953420	1976370
33	4	4	3947262	3982362
33	5	5	3982362	3983600
34	1	1	42078	42797
34	2	2	721220	733534
34	3	3	1976370	2036550
34	4	4	3982362	4074402
34	5	5	4074402	4077647
35	1	1	42797	45820
35	2	2	733534	785343
35	3	3	2036550	2289765
35	4	4	4074402	4461672
35	5	5	4461672	4475326
36	1	1	45820	47090
36	2	2	785343	807100
36	3	3	2289765	2396100
36	4	4	4461672	4624302
36	5	5	4624302	4630036
37	1	1	47090	47255
37	2	2	807100	809918
37	3	3	2396100	2409870
37	4	4	4624302	4645362
37	5	5	4645362	4646105
38	1	1	47255	48500
38	2	2	809918	831258
38	3	3	2409870	2514165
38	4	4	4645362	4804872
38	5	5	4804872	4810496
39	1	1	48500	51386
39	2	2	831258	912067
39	3	3	2514165	2755905
39	4	4	4804872	5174592
39	5	5	5174592	5187627
40	1	1	51386	51870
40	2	2	912067	935917
40	3	3	2755905	2796450
40	4	4	5174592	5236602
40	5	5	5236602	5238789
41	1	1	51870	54293
41	2	2	935917	1055317
41	3	3	2796450	2999430
41	4	4	5236602	5547042
41	5	5	5547042	5557987
42	1	1	54293	56104
42	2	2	1055317	1144567
42	3	3	2999430	3151155
42	4	4	5547042	5779092
42	5	5	5779092	5787274
43	1	1	56104	57282
43	2	2	1144567	1202617
43	3	3	3151155	3249840
43	4	4	5779092	5930022
43	5	5	5930022	5935344
44	1	1	57282	57572
44	2	2	1202617	1216867
44	3	3	3249840	3274065
44	4	4	5930022	5967072
44	5	5	5967072	5968379
45	1	1	57572	60549
45	2	2	1216867	1363567
45	3	3	3274065	3523455
45	4	4	5967072	6348492
45	5	5	6348492	6361940
46	1	1	60549	62464
46	2	2	1363567	1457917
46	3	3	3523455	3683850
46	4	4	6348492	6593802
46	5	5	6593802	6602451
47	1	1	62464	63992
47	2	2	1457917	1533217
47	3	3	3683850	3811860
47	4	4	6593802	6789582
47	5	5	6789582	6796485
48	1	1	63992	64893
48	2	2	1533217	1577617
48	3	3	3811860	3887340
48	4	4	6789582	6905022
48	5	5	6905022	6909092
49	1	1	64893	67340
49	2	2	1577617	1698217
49	3	3	3887340	4092360
49	4	4	6905022	7218582
49	5	5	7218582	7229637
50	1	1	67340	70201
50	2	2	1698217	1839217
50	3	3	4092360	4332060
50	4	4	7218582	7585182
50	5	5	7585182	7598107
